Code_ARP;Libelle_medicament;DCI_brute;Substance_texte;Substance_norm
ARP000655;CAMOQUIN - BOITE / 9;AMODIAQUINE;AMODIAQUINE;AMODIAQUINE
ARP002928;POMMADE GALIA - TUBE / 35 g;ACIDE BORIQUE / GALLATE DE BISMITH;GALLATE DE BISMITH;GALLATE DE BISMITH
ARP002745;PALIURYL - FLACON / 30 ml;nan;nan;NAN
ARP001345;EPHEDRAFEINE - TUBE / 20;BENZOATE DE SODIUM / CAFEINE / EPHEDRINE;EPHEDRINE;EPHEDRINE
ARP003597;THIOBACTIN - BOITE / 4;THIAMPHENICOL;THIAMPHENICOL;THIAMPHENICOL
ARP003115;RHINOFLUIMUCIL - FLACON / 10 ml;ACÉTYLCYSTÉINE / SULFATE DE TUAMINOHEPTANE / CHLORURE DE BENZALKONIUM;SULFATE DE TUAMINOHEPTANE;SULFATE DE TUAMINOHEPTANE
ARP001372;ESBERIVEN FORT - BOITE / 20;DERIVES COUMARINES / EXTRAIT FLUIDE DE MELILOT / RUTOSIDE;DERIVES COUMARINES;DERIVES COUMARINES
ARP001089;DERINOX - FLACON / 15 ml;PREDNISOLONE / NAPHAZOLINE;NAPHAZOLINE;NAPHAZOLINE
ARP003809;VEINOTOMYL - BOITE / 60;MARRON D’INDE / PERMETHOL;MARRON D’INDE;MARRON D’INDE
ARP003809;VEINOTOMYL - BOITE / 60;MARRON D’INDE / PERMETHOL;PERMETHOL;PERMETHOL
ARP001243;DRIN - BOITE / 20;nan;nan;NAN
ARP000129;ALMIDE - FLACON / 5 ml;LODOXAMIDE;LODOXAMIDE;LODOXAMIDE
ARP001088;DEPURATIF RICHELET VIT PP - FLACON / 200 ml;nan;nan;NAN
ARP003778;VACCIN ACT-HIB - nan;POLYOSIDE HAEMOPHILUS INFLUENSAE;POLYOSIDE HAEMOPHILUS INFLUENSAE;POLYOSIDE HAEMOPHILUS INFLUENSAE
ARP000628;BUSCOPAN - BOITE / 6;BROMURE DE N.BUTYLHYOSCINE;BROMURE DE N.BUTYLHYOSCINE;BROMURE DE N.BUTYLHYOSCINE
ARP001018;CYCLO 3 - BOITE / 30;HETEROSIDE STEROLIQUE / ACIDE ASCORBIQUE / HESPERIDINE METHYL CHALCONE;HETEROSIDE STEROLIQUE;HETEROSIDE STEROLIQUE
ARP002862;PHARMATON - BOITE / 75;ACIDES GRAS OMÉGA-3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SÉLÉNITE DE SODIUM.;ACIDES GRAS OMÉGA-3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SÉLÉNITE DE SODIUM.;ACIDES GRAS OMEGA 3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SELENITE DE SODIUM.
ARP002862;PHARMATON - BOITE / 60;ACIDES GRAS OMÉGA-3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SÉLÉNITE DE SODIUM.;ACIDES GRAS OMÉGA-3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SÉLÉNITE DE SODIUM.;ACIDES GRAS OMEGA 3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SELENITE DE SODIUM.
ARP002862;PHARMATON - BOITE / 30;ACIDES GRAS OMÉGA-3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SÉLÉNITE DE SODIUM.;ACIDES GRAS OMÉGA-3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SÉLÉNITE DE SODIUM.;ACIDES GRAS OMEGA 3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SELENITE DE SODIUM.
ARP002862;PHARMATON - BOITE / 15;ACIDES GRAS OMÉGA-3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SÉLÉNITE DE SODIUM.;ACIDES GRAS OMÉGA-3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SÉLÉNITE DE SODIUM.;ACIDES GRAS OMEGA 3 (EPA ET DHA), VITAMINE B1, VITAMINE B2, VITAMINE B6, VITAMINE B12, VITAMINE C, VITAMINE D, VITAMINE E, ACIDE FOLIQUE, SULFATE DE FER, OXYDE DE ZINC, SULFATE DE CUIVRE, SELENITE DE SODIUM.
ARP001162;DIFRAREL E - BOITE / 24;EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS / VITAMINE E;EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS;EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS
ARP001161;DIFRAREL - BOITE / 20;BETA-CAROTENE / EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS;EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS;EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS
ARP000262;APACEF - BOITE / 1 FL;CEFOTETAM;CEFOTETAM;CEFOTETAM
ARP001918;INSULINE NOVO - FLACON / 10 ml;INSULINE BOVINE / PORCINE HAUTEMENT PURIFIEE;INSULINE BOVINE;INSULINE BOVINE
ARP001918;INSULINE NOVO - FLACON / 10 ml;INSULINE BOVINE / PORCINE HAUTEMENT PURIFIEE;PORCINE HAUTEMENT PURIFIEE;PORCINE HAUTEMENT PURIFIEE
ARP001919;INSULINE PROTAMINE ZINC NOVO - FLACON / 10 ml;INSULINE BOVINE / PORCINE HAUTEMENT PURIFIEE;INSULINE BOVINE;INSULINE BOVINE
ARP001919;INSULINE PROTAMINE ZINC NOVO - FLACON / 10 ml;INSULINE BOVINE / PORCINE HAUTEMENT PURIFIEE;PORCINE HAUTEMENT PURIFIEE;PORCINE HAUTEMENT PURIFIEE
ARP001182;DITHRASIS - TUBE / 50 g;DITHRANOL;DITHRANOL;DITHRANOL
ARP000287;APTAMIL HA2 - POT / 400 g;protéine lactosèrum hydrolysée/huiles véGétale/ lactose/ fibres alimentaires/ émulsifiants/ dihydroGénophosphate de potassium/chlorure de calcium/huile de poisson/l-tyrosine/chlorure de chol;protéine lactosèrum hydrolysée;PROTEINE LACTOSERUM HYDROLYSEE
ARP000287;APTAMIL HA2 - POT / 400 g;protéine lactosèrum hydrolysée/huiles véGétale/ lactose/ fibres alimentaires/ émulsifiants/ dihydroGénophosphate de potassium/chlorure de calcium/huile de poisson/l-tyrosine/chlorure de chol;huiles véGétale;HUILES VEGETALE
ARP000287;APTAMIL HA2 - POT / 400 g;protéine lactosèrum hydrolysée/huiles véGétale/ lactose/ fibres alimentaires/ émulsifiants/ dihydroGénophosphate de potassium/chlorure de calcium/huile de poisson/l-tyrosine/chlorure de chol;fibres alimentaires;FIBRES ALIMENTAIRES
ARP000287;APTAMIL HA2 - POT / 400 g;protéine lactosèrum hydrolysée/huiles véGétale/ lactose/ fibres alimentaires/ émulsifiants/ dihydroGénophosphate de potassium/chlorure de calcium/huile de poisson/l-tyrosine/chlorure de chol;émulsifiants;EMULSIFIANTS
ARP000287;APTAMIL HA2 - POT / 400 g;protéine lactosèrum hydrolysée/huiles véGétale/ lactose/ fibres alimentaires/ émulsifiants/ dihydroGénophosphate de potassium/chlorure de calcium/huile de poisson/l-tyrosine/chlorure de chol;huile de poisson;HUILE DE POISSON
ARP002748;PALUDRINE - BOITE / 56;PROGUANIL CHLORHYDRATE;PROGUANIL CHLORHYDRATE;PROGUANIL CHLORHYDRATE
ARP003709;TUSSIFED - FLACON / 120 ml;DEXTROMETHORPHANE / PSEUDOEPHEDRINE CHLORHYDRATE / TRIPROLIDINE;DEXTROMETHORPHANE;DEXTROMETHORPHANE
ARP003709;TUSSIFED - FLACON / 120 ml;DEXTROMETHORPHANE / PSEUDOEPHEDRINE CHLORHYDRATE / TRIPROLIDINE;TRIPROLIDINE;TRIPROLIDINE
ARP000036;ACTIFED CP - BOITE / 20;PARACETAMOL / PSEUDOEPHEDRINE CHLORHYDRATE / triprolidine chlorhydrate;triprolidine chlorhydrate;TRIPROLIDINE CHLORHYDRATE
ARP003356;SPREGAL - FLACON / 100 g;BUTOXYDE DE PIPERONYLE / ESDEPALLETINE;BUTOXYDE DE PIPERONYLE;BUTOXYDE DE PIPERONYLE
ARP003356;SPREGAL - FLACON / 100 g;BUTOXYDE DE PIPERONYLE / ESDEPALLETINE;ESDEPALLETINE;ESDEPALLETINE
ARP003319;SOLUTION DE DEXTROSE - FLACON / 500 ml;DEXTROSE;DEXTROSE;DEXTROSE
ARP002986;PROPINE - FLACON / 5 ml;DIPIVEPHRINE CHLORHYDRATE;DIPIVEPHRINE CHLORHYDRATE;DIPIVEPHRINE CHLORHYDRATE
ARP003274;SERVIVIT - BOITE / 30;VITAMINES + MINERAUX;VITAMINES + MINERAUX;VITAMINES + MINERAUX
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30;VIT A / VIT D2 / VIT E / VIT B1 / VIT B2 / NICOTINAMIDE / VIT B5 / VIT B6 / VIT C;VIT A;VIT A
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30;VIT A / VIT D2 / VIT E / VIT B1 / VIT B2 / NICOTINAMIDE / VIT B5 / VIT B6 / VIT C;VIT D2;VIT D2
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30;VIT A / VIT D2 / VIT E / VIT B1 / VIT B2 / NICOTINAMIDE / VIT B5 / VIT B6 / VIT C;VIT E;VIT E
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30;VIT A / VIT D2 / VIT E / VIT B1 / VIT B2 / NICOTINAMIDE / VIT B5 / VIT B6 / VIT C;VIT B1;VIT B1
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30;VIT A / VIT D2 / VIT E / VIT B1 / VIT B2 / NICOTINAMIDE / VIT B5 / VIT B6 / VIT C;VIT B2;VIT B2
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30;VIT A / VIT D2 / VIT E / VIT B1 / VIT B2 / NICOTINAMIDE / VIT B5 / VIT B6 / VIT C;VIT B5;VIT B5
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30;VIT A / VIT D2 / VIT E / VIT B1 / VIT B2 / NICOTINAMIDE / VIT B5 / VIT B6 / VIT C;VIT B6;VIT B6
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30;VIT A / VIT D2 / VIT E / VIT B1 / VIT B2 / NICOTINAMIDE / VIT B5 / VIT B6 / VIT C;VIT C;VIT C
ARP001848;HYDROSYL B.O.N - FLACON / 85 ml;nan;nan;NAN
ARP000139;ALTICIDE PLUS - FLACON / 250 ml;DIMETICONE ACTIVE / HYDROTALCITE;DIMETICONE ACTIVE;DIMETICONE ACTIVE
ARP001846;HYDROSOL B,O,N - FLACON / 20 ml;PANTOTHENATE DE SODIUM / Vitamine A, B1, B2, B6, C, D2, E, PP;Vitamine A, B1, B2, B6, C, D2, E, PP;VITAMINE A, B1, B2, B6, C, D2, E, PP
ARP000606;BRONCORINOL ENFANT - FLACON / 150 ml;BENZOATE DE SODIUM / BROMURE DE SODIUM / PHOLCODINE / Sirop d Ipecuanha composa / Sirop simple / TEINTURE DE GRINDELIA / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;Sirop d Ipecuanha composa;SIROP D IPECUANHA COMPOSA
ARP000606;BRONCORINOL ENFANT - FLACON / 150 ml;BENZOATE DE SODIUM / BROMURE DE SODIUM / PHOLCODINE / Sirop d Ipecuanha composa / Sirop simple / TEINTURE DE GRINDELIA / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;Sirop simple;SIROP SIMPLE
ARP000606;BRONCORINOL ENFANT - FLACON / 150 ml;BENZOATE DE SODIUM / BROMURE DE SODIUM / PHOLCODINE / Sirop d Ipecuanha composa / Sirop simple / TEINTURE DE GRINDELIA / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;TEINTURE DE GRINDELIA;TEINTURE DE GRINDELIA
ARP000606;BRONCORINOL ENFANT - FLACON / 150 ml;BENZOATE DE SODIUM / BROMURE DE SODIUM / PHOLCODINE / Sirop d Ipecuanha composa / Sirop simple / TEINTURE DE GRINDELIA / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;TEINTURE DE LOBELIE;TEINTURE DE LOBELIE
ARP000606;BRONCORINOL ENFANT - FLACON / 150 ml;BENZOATE DE SODIUM / BROMURE DE SODIUM / PHOLCODINE / Sirop d Ipecuanha composa / Sirop simple / TEINTURE DE GRINDELIA / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;TEINTURE DE POLYGALA;TEINTURE DE POLYGALA
ARP000591;BONCORINOL ADULTE - FLACON / 200 ml;BENZOATE DE SODIUM / DEGRÉ ALCOOLIQUE / TEINTURE D’EUCALYPTUS / TEINTURE DE JUISQUIAME / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;DEGRÉ ALCOOLIQUE;DEGRE ALCOOLIQUE
ARP000591;BONCORINOL ADULTE - FLACON / 200 ml;BENZOATE DE SODIUM / DEGRÉ ALCOOLIQUE / TEINTURE D’EUCALYPTUS / TEINTURE DE JUISQUIAME / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;TEINTURE D’EUCALYPTUS;TEINTURE D’EUCALYPTUS
ARP000591;BONCORINOL ADULTE - FLACON / 200 ml;BENZOATE DE SODIUM / DEGRÉ ALCOOLIQUE / TEINTURE D’EUCALYPTUS / TEINTURE DE JUISQUIAME / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;TEINTURE DE JUISQUIAME;TEINTURE DE JUISQUIAME
ARP000591;BONCORINOL ADULTE - FLACON / 200 ml;BENZOATE DE SODIUM / DEGRÉ ALCOOLIQUE / TEINTURE D’EUCALYPTUS / TEINTURE DE JUISQUIAME / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;TEINTURE DE LOBELIE;TEINTURE DE LOBELIE
ARP000591;BONCORINOL ADULTE - FLACON / 200 ml;BENZOATE DE SODIUM / DEGRÉ ALCOOLIQUE / TEINTURE D’EUCALYPTUS / TEINTURE DE JUISQUIAME / TEINTURE DE LOBELIE / TEINTURE DE POLYGALA;TEINTURE DE POLYGALA;TEINTURE DE POLYGALA
ARP001991;K-OTTRINE - FLACON / 15 ml;DELTAMETHRINE;DELTAMETHRINE;DELTAMETHRINE
ARP001652;GENEVAC B PASTEUR - FLACON / 1 DOSE;SUSPENSION INACTIVEE D’ANTIGENE HBS PRODUIT SUR UNE LIGNEE CELLULAIRE;SUSPENSION INACTIVEE D’ANTIGENE HBS PRODUIT SUR UNE LIGNEE CELLULAIRE;SUSPENSION INACTIVEE D’ANTIGENE HBS PRODUIT SUR UNE LIGNEE CELLULAIRE
ARP003517;TELDANE - BOITE / 7;Terfenadine;Terfenadine;TERFENADINE
ARP003709;TUSSIFED - BOITE / 20;DEXTROMETHORPHANE BROMHYDRATE / PSEUDOEPHEDRINE CHLORHYDRATE / TRIPTOLIDINE CHLORHYDRATE;TRIPTOLIDINE CHLORHYDRATE;TRIPTOLIDINE CHLORHYDRATE
ARP003842;VIDEX - BOITE / 60;DIDANOSINE;DIDANOSINE;DIDANOSINE
ARP001218;DONORMYL - BOITE / 30;DOXYLAMINE;DOXYLAMINE;DOXYLAMINE
ARP003291;SINECOD - FLACON / 200 ml;BUTAMIRAT CITRIC;BUTAMIRAT CITRIC;BUTAMIRAT CITRIC
ARP001456;FENISTIL - BOITE / 2;DIMETINDENUM MALEIC;DIMETINDENUM MALEIC;DIMETINDENUM MALEIC
ARP001456;FENISTIL - FLACON / 20 ml;DIMETINDENUM MALEIC;DIMETINDENUM MALEIC;DIMETINDENUM MALEIC
ARP001456;FENISTIL - FLACON / 100 ml;DIMETINDENE;DIMETINDENE;DIMETINDENE
ARP003291;SINECOD - nan;BUTAMIRAT CITRIC;BUTAMIRAT CITRIC;BUTAMIRAT CITRIC
ARP001457;FENISTIL RETARD - BOITE / 20;DIMETINDENUM MALEIC;DIMETINDENUM MALEIC;DIMETINDENUM MALEIC
ARP002698;OROKEN - BOITE / 8;CEFIXIME;CEFIXIME;CEFIXIME
ARP002298;MERCURESCEINE COMPRESS - BOITE / 12;MERBROMENE;MERBROMENE;MERBROMENE
ARP000089;ALCOOL COMPRESSES - BOITE / 12;CAMPHRE / SOLUTION ALCOOLIQUE DE TARTRAZINE;SOLUTION ALCOOLIQUE DE TARTRAZINE;SOLUTION ALCOOLIQUE DE TARTRAZINE
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;COLCHICUM AUTUMMNALE;COLCHICUM AUTUMMNALE
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;BRYONIA;BRYONIA
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;SOLANUM DULCAMARA;SOLANUM DULCAMARA
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;VISCUM ALBUM;VISCUM ALBUM
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;KALIUM IODATUM;KALIUM IODATUM
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;AURUM MARIATICUM;AURUM MARIATICUM
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;SILICEA;SILICEA
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;SULFUR;SULFUR
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;NATRUM SALICYLIUM;NATRUM SALICYLIUM
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;SOLIDAGO VIRGA AUREA;SOLIDAGO VIRGA AUREA
ARP003762;URARTHONE - FLACON / 250 ml;COLCHICUM AUTUMMNALE / BRYONIA / SOLANUM DULCAMARA / VISCUM ALBUM / KALIUM IODATUM / AURUM MARIATICUM / SILICEA / SULFUR / NATRUM SALICYLIUM / SOLIDAGO VIRGA AUREA / MERCURIUS CORROSIVUS;MERCURIUS CORROSIVUS;MERCURIUS CORROSIVUS
ARP003627;TONIQUE VEGETAL - FLACON / 250 ml;ACÉTATE DE SODIUM ANHYDRE / ARTEMISIA D / AVENA SATIVA D / COLA D1 / FRANGULIA D1 / RHYPONTICA D1;ARTEMISIA D;ARTEMISIA D
ARP003627;TONIQUE VEGETAL - FLACON / 250 ml;ACÉTATE DE SODIUM ANHYDRE / ARTEMISIA D / AVENA SATIVA D / COLA D1 / FRANGULIA D1 / RHYPONTICA D1;AVENA SATIVA D;AVENA SATIVA D
ARP003627;TONIQUE VEGETAL - FLACON / 250 ml;ACÉTATE DE SODIUM ANHYDRE / ARTEMISIA D / AVENA SATIVA D / COLA D1 / FRANGULIA D1 / RHYPONTICA D1;COLA D1;COLA D1
ARP003627;TONIQUE VEGETAL - FLACON / 250 ml;ACÉTATE DE SODIUM ANHYDRE / ARTEMISIA D / AVENA SATIVA D / COLA D1 / FRANGULIA D1 / RHYPONTICA D1;FRANGULIA D1;FRANGULIA D1
ARP003627;TONIQUE VEGETAL - FLACON / 250 ml;ACÉTATE DE SODIUM ANHYDRE / ARTEMISIA D / AVENA SATIVA D / COLA D1 / FRANGULIA D1 / RHYPONTICA D1;RHYPONTICA D1;RHYPONTICA D1
ARP001416;EXODERIL - FLACON / 10 ml;NAFTIDROFURYL OXALATE;NAFTIDROFURYL OXALATE;NAFTIDROFURYL OXALATE
ARP002766;PANFUREX - BOITE / 28;NIFUROXAZIDE;NIFUROXAZIDE;NIFUROXAZIDE
ARP003218;SANTHAHERBA - FLACON / 30 ml;ADRENALIN D6 / BELLADONNA / IPECA D4 / LOBELIA D3;BELLADONNA;BELLADONNA
ARP003218;SANTHAHERBA - FLACON / 30 ml;ADRENALIN D6 / BELLADONNA / IPECA D4 / LOBELIA D3;IPECA D4;IPECA D4
ARP003218;SANTHAHERBA - FLACON / 30 ml;ADRENALIN D6 / BELLADONNA / IPECA D4 / LOBELIA D3;LOBELIA D3;LOBELIA D3
ARP002037;L.72 - FLACON / 30 ml;ASA FOETIDA D3 / CICUTA VITROSA D4 / GAULTHER D4;ASA FOETIDA D3;ASA FOETIDA D3
ARP002037;L.72 - FLACON / 30 ml;ASA FOETIDA D3 / CICUTA VITROSA D4 / GAULTHER D4;CICUTA VITROSA D4;CICUTA VITROSA D4
ARP002037;L.72 - FLACON / 30 ml;ASA FOETIDA D3 / CICUTA VITROSA D4 / GAULTHER D4;GAULTHER D4;GAULTHER D4
ARP002036;L.52 - FLACON / 60 ml;ACONIT D4 / BRYONIA D3 / EUCALYPTUS D1 / EUPATORIUM D3 / POLYGALA D4 PEP;ACONIT D4;ACONIT D4
ARP002036;L.52 - FLACON / 60 ml;ACONIT D4 / BRYONIA D3 / EUCALYPTUS D1 / EUPATORIUM D3 / POLYGALA D4 PEP;BRYONIA D3;BRYONIA D3
ARP002036;L.52 - FLACON / 60 ml;ACONIT D4 / BRYONIA D3 / EUCALYPTUS D1 / EUPATORIUM D3 / POLYGALA D4 PEP;EUCALYPTUS D1;EUCALYPTUS D1
ARP002036;L.52 - FLACON / 60 ml;ACONIT D4 / BRYONIA D3 / EUCALYPTUS D1 / EUPATORIUM D3 / POLYGALA D4 PEP;EUPATORIUM D3;EUPATORIUM D3
ARP002036;L.52 - FLACON / 60 ml;ACONIT D4 / BRYONIA D3 / EUCALYPTUS D1 / EUPATORIUM D3 / POLYGALA D4 PEP;POLYGALA D4 PEP;POLYGALA D4 PEP
ARP002035;L.114 - FLACON / 30 ml;AMYL HYDRIC D4 / BOLDINE / CHELIDONIUM D3 / DOLICHOS D3 / LEPTENDRA D3 / LYCOPOD D3 / NUX VOMICA D3;AMYL HYDRIC D4;AMYL HYDRIC D4
ARP002035;L.114 - FLACON / 30 ml;AMYL HYDRIC D4 / BOLDINE / CHELIDONIUM D3 / DOLICHOS D3 / LEPTENDRA D3 / LYCOPOD D3 / NUX VOMICA D3;CHELIDONIUM D3;CHELIDONIUM D3
ARP002035;L.114 - FLACON / 30 ml;AMYL HYDRIC D4 / BOLDINE / CHELIDONIUM D3 / DOLICHOS D3 / LEPTENDRA D3 / LYCOPOD D3 / NUX VOMICA D3;DOLICHOS D3;DOLICHOS D3
ARP002035;L.114 - FLACON / 30 ml;AMYL HYDRIC D4 / BOLDINE / CHELIDONIUM D3 / DOLICHOS D3 / LEPTENDRA D3 / LYCOPOD D3 / NUX VOMICA D3;LEPTENDRA D3;LEPTENDRA D3
ARP002035;L.114 - FLACON / 30 ml;AMYL HYDRIC D4 / BOLDINE / CHELIDONIUM D3 / DOLICHOS D3 / LEPTENDRA D3 / LYCOPOD D3 / NUX VOMICA D3;LYCOPOD D3;LYCOPOD D3
ARP002035;L.114 - FLACON / 30 ml;AMYL HYDRIC D4 / BOLDINE / CHELIDONIUM D3 / DOLICHOS D3 / LEPTENDRA D3 / LYCOPOD D3 / NUX VOMICA D3;NUX VOMICA D3;NUX VOMICA D3
ARP001017;CYCLAMEN GHL - FLACON / 30 ml;ACÉTATE DE SODIUM TRIHYDRATÉ / CHELIDONIUM D3 / CYCLAMEN D3 / GELSEMIUM D4 / IRISVER D3 / RUTA GRAV D8 / SANGUIRIA D4;CHELIDONIUM D3;CHELIDONIUM D3
ARP001017;CYCLAMEN GHL - FLACON / 30 ml;ACÉTATE DE SODIUM TRIHYDRATÉ / CHELIDONIUM D3 / CYCLAMEN D3 / GELSEMIUM D4 / IRISVER D3 / RUTA GRAV D8 / SANGUIRIA D4;CYCLAMEN D3;CYCLAMEN D3
