Code_ARP;Libelle_medicament
ARP003585;TETRACYCLINE - BOITE / 50 BLISTER / 12
ARP003579;TERPONE AD - FLACON / 180 ml
ARP003578;TERPINE / CODEINE - BOITE / 100 BLISTERS DE 10
ARP003578;TERPINE / CODEINE - BOITE / 100
ARP003408;SULFAGUANIDINE - nan
ARP003185;RUFOL - BOITE / 50
ARP002810;PAREGORIQUE - BOITE / 1000
ARP002641;OFTALMOTRIM - FLACON / 5 ml
ARP002640;OFTALMOLOSA - TUBE / 5 g
ARP002537;NIFEDICOR - BOITE / 30
ARP002413;MUCINIUM - BOITE / 20
ARP002122;LEXOMIL - BOITE / 30
ARP001456;FENISTIL - BOITE / 10
ARP001153;DICLOREUM - BOITE / 30
ARP000776;CHLOROQUINE - FLACON / 100 ml
ARP000776;CHLOROQUINE - BOITE / 100 BLISTERS DE 10
ARP000773;CHLORAMPHENICOL - BOITE / 50 BLISTER / 12
ARP000537;BIAFINE - TUBE / 400 ml
ARP000477;BACTOX - BOITE / 6
ARP000477;BACTOX - FLACON / 60 ml
ARP000374;AUREOMYCINE - BOITE / 70 TUBES DE 15 g
ARP000374;AUREOMYCINE - BOITE / 80 TUBES DE 5 g
ARP000366;ATRICAN - BOITE / 6
ARP000220;AMPICILLINE - BOITE / 50 BLISTER / 12
ARP002641;OFTALMOTRIM - TUBE / 4 g
ARP001010;CUSIVIRAL - nan
ARP001008;CUSIMOLOL - FLACON / 5 ml
ARP001007;CUSICROM - FLACON / 10 ml
ARP000961;CORTOFTAL - FLACON / 15 ml
ARP002759;PANADOL CODEINE - BOITE / 12
ARP003158;ROHYPNOL - BOITE / 20
ARP002881;PHYSIOMYCNE - BOITE / 16
ARP002757;PANADOL - BOITE / 20
ARP002402;MOSCONTIN - BOITE / 14
ARP002402;MOSCONTIN - BOITE / 4
ARP000400;AZANTAC - BOITE / 14
ARP003856;VIRGAN - TUBE / 5 g
ARP003227;SAVARINE - BOITE / 28
ARP002092;LESCOL - BOITE / 28
ARP002092;LESCOL - BOITE / 14
ARP001927;IOPIDINE - nan
ARP001721;GRANOCYTE - BOITE / 5 FLACON
ARP001623;GASEC - BOITE / 7
ARP001540;FLUDEX - BOITE / 30
ARP001252;DUPHALAC - BOITE / 20
ARP003434;SURGRAS LIQUIDE URIAGE - FLACON / 150 ml
ARP003387;STICK LEVRE URIAGE - TUBE / 4,5 g
ARP003034;QUINIMAX - BOITE / 9
ARP003034;QUINIMAX - BOITE / 18
ARP002851;PERMIXON - BOITE / 60
ARP002051;LAIT DEMAQUILLANT URIAGE - FLACON / 200 ml
ARP001845;HYDROLIPIDIQUE URIAGE - FLACON / 40 ml
ARP001837;HYDRACRISTAL URIAGE E / H - FLACON / 40 ml
ARP001320;EMOLLIENTE URIAGE - FLACON / 150 ml
ARP001000;CU-ZN URIAGE - FLACON / 40 ml
ARP000987;CREME MAINS URIAGE H / E - FLACON / 50 ml
ARP000927;COLD CREAM URIAGE - FLACON / 40 ml
ARP002417;MUCOSOL DIAP - FLACON / 200 ml
ARP002913;PNEUMOREL - BOITE / 30
ARP003824;VERKOD - BOITE / 6
ARP003773;UVELINE - FLACON / 20 ml
ARP001623;GASEC - BOITE / 14
ARP001395;EUCALYPTINE LEBRUN - FLACON / 200 ml
ARP001394;EUCALYPTINE - BOITE / 10
ARP001394;EUCALYPTINE - BOITE / 42
ARP001053;DACRYOSERUM - FLACON / 150 ml
ARP003605;TILL - FLACON / 200 ml
ARP003368;STARMIL LAIT - POT / 450 g
ARP003351;SPORALIM - FLACON / 30 ml
ARP003224;SARIDON - BOITE / 25 BLISTERS DE 10
ARP003006;PYOSTACINE - BOITE / 16
ARP002645;OKACIN - FLACON / 5 ml
ARP002598;NYOLOL - FLACON / 3 ml
ARP002451;NAABAK - FLACON / 5 ml
ARP002049;LACTULOSE OPALIA - nan
ARP001967;JOSACINE - BOITE/10
ARP001896;INDOPAL - BOITE / 10
ARP001709;GLYSS - BOITE / 10
ARP001673;GINKOR FORT - nan
ARP000853;CLARITYNE - nan
ARP000836;CITRARGININE - BOITE / 20
ARP000475;BACTIFLOX - BOITE / 16
ARP000376;AURIPAX - FLACON / 15 ml
ARP000219;AMPICILILINE - BOITE / 10
ARP000198;AMOXICILLINE - BOITE / 10
ARP000193;AMOKOD - FLACON / 60 ml
ARP000119;ALLERGOSONE - FLACON / 30 ml
ARP000018;ACETYL SALICYLATE DE LYSINE - nan
ARP002750;PALUJECT RHONE - BOITE / 30
ARP001463;FERBEKOD - BOITE / 30
ARP000193;AMOKOD - BOITE / 12
ARP002771;PANOTILE GOUTTES AURI - FLACON/8 ml
ARP001234;DR TRICHNOR’S ANTISEPTIC - FLACON / 480 ml
ARP001234;DR TRICHNOR’S ANTISEPTIC - FLACON / 240 ml
ARP001234;DR TRICHNOR’S ANTISEPTIC - FLACON / 120 ml
ARP001234;DR TRICHNOR’S ANTISEPTIC - FLACON / 60 ml
ARP002654;OLIGOSTIM ZINC NICKEL COBALT - BOITE / 40
ARP002653;OLIGOSTIM MANGANESE CUIVRE - BOITE / 40
ARP002652;OLIGOSTIM MAGNESIUM - BOITE / 40
ARP002651;OLIGOSTIM LITHIUM - BOITE / 40
ARP002650;OLIGOSTIM CUIVRE OR ARGENT - BOITE / 40
ARP002649;OLIGOSTIM CUIVRE - BOITE / 40
ARP002089;LENICALM - BOITE / 40
ARP001548;FLUIMUCIL - BOITE / 30
ARP001204;DOLOBENE - TUBE / 20 g
ARP000118;ALLERGODIL - FLACON / 10 ml
ARP003864;VITA C 1000 - BOITE / 10
ARP002678;OPTICILLINE - BOITE / 12
ARP001726;GRISEO - TUBE / 15 g
ARP000398;AXIMYCINE - BOITE / 16
ARP000249;ANTAGON H2 - BOITE / 30
ARP002805;PARANTAL - BOITE / 20
ARP001340;ENTERAL - BOITE / 12
ARP001168;DIOVENOR - BOITE / 30
ARP000877;CLOPRAME - FLACON / 130 ml
ARP000657;CAMYLIN - FLACON / 100 ml
ARP000258;ANTINOREX - FLACON / 125 ml
ARP000258;ANTINOREX - BOITE / 30
ARP001737;GROMAZOL - TUBE / 20 g
ARP001296;EFFEDERM - TUBE / 30 g
ARP000347;ASTHENAL - BOITE / 50
ARP003712;TUSSIPHAN - FLACON / 125 ml
ARP001304;EFFORTIL - BOITE / 6
ARP003829;VERMOX - BOITE / 1
ARP003451;SYNTHOL - FLACON / 450 ml
ARP001601;FUNGILYSE - TUBE / 25 g
ARP003779;VACCIN AMARIL STABILISE SOUCHE ROCKFELLER 17D - AMPOULES MULTIDOSES (5,10,20,50)
ARP003395;STREPTOMYCINE - nan
ARP002827;PECTRYL - FLACON / 150 ml
ARP001601;FUNGILYSE - BOITE/6
ARP000903;CO-TRIM FORT - BOITE / 20
ARP000657;CAMYLIN - FLACON / 250 ml
ARP001880;IMMUNOPLEX - nan
ARP003541;TENOLIN - BOITE / 30
ARP001504;FLEXEN - BOITE / 6 AMPOULES DE 5 ml
ARP000335;ASMAVENT - FLACON / 10 ml
ARP000123;ALLERNIX PLUS - BOITE / 20 CAPLETS EN BLISTER
ARP003661;TRIACOMB - TUBE / 15 g
ARP002969;PROCTOSONE - BOITE / 12
ARP002969;PROCTOSONE - TUBE / 30 g
ARP002969;PROCTOSONE - TUBE / 15 g
ARP001504;FLEXEN - BOITE / 20
ARP001085;DEPAKINE CHRONO - BOITE / 40
ARP002001;KETAMINE - nan
ARP002837;PENICILLINE G - BOITE/1 FLACON
ARP002831;PEFLACINE - FLACON / 125 ml
ARP002751;PALUTHER - BOITE/1
ARP002714;OXACILLINE - BOITE / 1 FLACON
ARP001994;KANAMYCINE - BOITE/1 FLACON
ARP000888;CLOXACILLINE - nan
ARP000701;CEFALOTINE - BOITE/1 FLACON
ARP000465;B CHABRE - BOITE / 30
ARP000299;ARSUMAX - BOITE / 12
ARP000019;ACETYL SALYCILIQUE DE LYSINE PANPHARMA - nan
ARP000605;BRONCATHIOL - FLACON / 150 ml
ARP003643;TRANSACALM - BOITE / 20
ARP003388;STILNOX - BOITE / 20
ARP003353;SPORTEINE CONCENTRE BOISSON - FLACON / 200 ml
ARP001401;EURELIX - BOITE / 18
ARP003820;VERAX - TUBE / 30 g
ARP003820;VERAX - FLACON / 120 ml
ARP002508;NEURODAL - FLACON / 30 ml
ARP001560;FLUSKIN NEO - TUBE / 30 g
ARP001504;FLEXEN - BOITE / 12
ARP001156;DIERGO SPRAY - AMPOULE / 1 ml
ARP001734;GRODUREX - BOITE / 20
ARP003884;VITIRON - BOITE / 10
ARP002457;NAFTILUX - BOITE / 20
ARP002241;MALOXINE - BOITE / 3
ARP003184;RUDISTROL - TUBE / 40 g
ARP002673;ONCTOSE HYDROCORTISONE - TUBE / 38 g
ARP000697;CEBUTID - BOITE / 16
ARP003878;VITAMINE GERDA - FLACON / 180 ml
ARP003354;SPORTENINE - BOITE / 6
ARP003354;SPORTENINE - BOITE / 22
ARP002963;PRO-DAFALGAN - BOITE / 8
ARP002672;ONCTOSE - TUBE / 48 g
ARP002541;NIFELATE - BOITE / 60
ARP002038;LABIACALM - TUBE / 4,5 g
ARP001802;HEPARINE SODIQUE - BOITE / 50
ARP001800;HEPARINE CALCIQUE - BOITE / 50
ARP001541;FLUDITEC - FLACON / 125 ml
ARP000953;CORACTEN - BOITE / 30
ARP000933;COLLUNOVAR - FLACON / 150 ml
ARP000773;CHLORAMPHENICOL - BOITE / 50 FLACONS
ARP000605;BRONCATHIOL - FLACON / 125 ml
ARP000488;BAROLID - BOITE / 30
ARP000658;CAMYSTEN - CREME DERMIQ TUBE / 30 g
ARP003784;VAGILEN - BOITE / 10
ARP002922;POLYDIN GYNECOLOGIQUE - FLACON / 125 ml
ARP002509;NEURODOL FAIBLE - FLACON / 30 ml
ARP002416;MUCOSOL - FLACON / 200 ml
ARP001284;ECOREX OVULE - BOITE / 30
ARP001283;ECOREX - FLACON / 30 ml
ARP001098;DERMOSONE NEO - TUBE / 15 g
ARP001097;DERMOSALIC - TUBE / 30 g
ARP001097;DERMOSALIC - FLACON / 30 ml
ARP000934;COLLUXID - FLACON / 120 ml
ARP000616;BRUXICAM - BOITE / 10
ARP000228;AMUCHINA - FLACON / 250 ml
ARP002778;PARA SPECIAL POUX - FLACON / 90 g
ARP003616;TISANE SVELTA - BOITE / 30
ARP003367;STAPHYPEN - BOITE / 20
ARP003367;STAPHYPEN - FLACON / 100 ml
ARP002675;ONE DROP ONLY - FLACON / 30 ml
ARP000490;BAUME EHRLICH - TUBE / 75 ml
ARP003771;UTROGESTAN - BOITE / 30
ARP003430;SURBRONC - BOITE / 12
ARP003430;SURBRONC - FLACON / 150 ml
ARP003430;SURBRONC - BOITE / 30
ARP003367;STAPHYPEN - BOITE / 1
ARP002840;PEPDINE - BOITE/1 FLACON
ARP002388;MONO-TILDIEM - BOITE / 28
ARP002233;MAGNESIUM GLUCOCOLLE LABOMED - BOITE / 120
ARP002153;LOCOID - TUBE / 30 g
ARP002153;LOCOID - FLACON / 30 ml
ARP001673;GINKOR FORT - BOITE / 30
ARP001502;FLEMOXINE - BOITE / 12
ARP001398;EUPHON - FLACON / 150 ml
ARP000770;CHIBRO-PROSCAR - BOITE / 28
ARP000111;ALGISEDAL - BOITE / 16
ARP001707;GLYCOTHYMOLINE - FLACON / 250 ml
ARP001164;DILATRANE - FLACON / 200 ml
ARP001164;DILATRANE - BOITE / 30
ARP004020;ZYRTEC - FLACON / 60 ml
ARP003981;ZILDAM - BOITE / 10
ARP003316;SOLUMAG - BOITE / 30
ARP002207;LYSANXIA - FLACON / 20 ml
ARP002157;LOGECINE - BOITE / 20
ARP001942;ISOFRA - FLACON / 15 ml
ARP001887;IMPORTAL - BOITE / 20 SACHETS
ARP001791;HELICOCIN - BOITE / 18
ARP001337;ENOXOR - BOITE / 10
ARP001331;ENGERIX - BOITE / 1 SERINgUE PRE-REMPLIE
ARP001280;ECOMI - FLACON / 30 ml
ARP001280;ECOMI - FLACON / 30 g
ARP000665;CAPILLOVIT - FLACON / 30 ml
ARP000596;BREXIN - BOITE / 14
ARP000248;ANTADYS - BOITE / 15
ARP000198;AMOXICILLINE - FLACON / 60 ml
ARP000560;BIOFAR - BOITE / 20
ARP003838;VIBROCIL - TUBE / 12 g
ARP003838;VIBROCIL - FLACON / 15 ml
ARP000616;BRUXICAM - TUBE / 50 g
ARP003369;STARPEN - BOITE / 12
ARP003320;SOLUTION DE MANNITOL - FLACON / 500 ml
ARP003318;SOLUTION DE BICARBONATE - FLACON / 500 ml
ARP003140;RINGER LACTATE - FLACON / 500 ml
ARP001695;GLUCOSE - FLACON / 500 ml
ARP001136;DIAZEPAM - BOITE / 1000
ARP000225;AMPIFRINIL - FLACON / 60 ml
ARP000225;AMPIFRINIL - BOITE / 1 AMPOULE+SOLVANT 5 ml
ARP004002;ZOCOR - BOITE / 10
ARP003623;TOLOXIM - BOITE / 6
ARP002488;NEOMOX - FLACON / 60 ml
ARP000835;CITIUS - BOITE / 500
ARP000835;CITIUS - BOITE / 1000
ARP000226;AMPILIN - FLACON / 60 ml
ARP000225;AMPIFRINIL - BOITE / 12
ARP003746;UMULINE RAPIDE - FLACON / 10 ml
ARP003745;UMULINE PROTAMINE ISOPHANE (NPH) - FLACON / 10 ml
ARP003176;ROXID - BOITE / 16
ARP003107;RHINATHIOL - BOITE / 30
ARP002857;PEVARYL - FLACON / 30 g
ARP002778;PARA SPECIAL POUX - FLACON / 125 ml
ARP002483;NEO BOROCILLINA C - BOITE / 20
ARP002264;MEDIBRONC - FLACON / 150 ml
ARP002205;LYPTOCODINE - FLACON / 150 ml
ARP002205;LYPTOCODINE - FLACON / 125 ml
ARP002087;LEDERFOLINE - BOITE / 1 AMPOULE
ARP001826;HOMEOVOX - BOITE / 60
ARP001825;HOMEOPLASMINE - TUBE / 18 g
ARP001824;HOMEOGENE 9 - BOITE / 60
ARP001803;HEPATO-DRAINOL - FLACON / 30 ml
ARP001666;GENTAMICINE FAURE - FLACON / 5 ml
ARP001629;GASTROCYNESINE - BOITE / 60 ml
ARP001303;EFFICORT - TUBE / 30 g
ARP001221;DOPAMINE PIERRE FABRE - BOITE / 50
ARP001190;DOLAMINE - BOITE / 20
ARP000963;CORYZALIA - BOITE / 40
ARP000918;COCCULINE - BOITE / 30
ARP000802;CICADERMA - TUBE / 30 g
ARP000746;CEPHYL - BOITE / 20
ARP000703;CEFAPEROS - FLACON / 60 ml
ARP000571;BIOVITAMINE - BOITE / 90
ARP000473;BACTEOMYCINE - TUBE / 30 g
ARP000473;BACTEOMYCINE - TUBE / 15 g
ARP003492;TANAKAN - BOITE / 30
ARP001822;HOMEODENT ANIS - TUBE / 100 g
ARP003803;VASTAREL - BOITE / 60
ARP001631;GASTROGEL - BOITE / 40
ARP001735;GROFENAC - BOITE / 5
ARP000751;CERGROVIT - BOITE / 10
ARP003833;VI-CAPS - BOITE / 20
ARP003826;VERMINTEL - BOITE / 17 BLISTERS / 3
ARP003826;VERMINTEL - BOITE / 16 FLACONS / 30 ml
ARP003808;VEGANINE - BOITE / 25 TUBES / 20
ARP003767;UROTRATE - BOITE / 6 TUBES / 14
ARP003147;RINUTAN - BOITE / 12 FLACONS / 60 ml
ARP002929;PONSTYL FORT - BOITE / 12
ARP002930;PONSTYL SP EFNT - F / 60 ml
ARP002817;PARKAZOLE FORT - BOITE / 10 BLISTERS DE 10
ARP002816;PARKAZOLE ENFANT - BOITE / 10 BLISTERS DE 10
ARP002815;PARKAZOLE ADULTE - BOITE / 50 BLISTERS DE 10
ARP002814;PARKAZOLE - BOITE / 9 FLACONS / 60 ml
ARP002412;MUCICLAR ENFANT - F/ 125 ml
ARP001814;HEXTRIL - BOITE / 12 FLACONS / 60 ml
ARP001739;GROPRIM FORTE - BOITE / 10
ARP001736;GROFENAC RETARD - BOITE / 10
ARP001641;GELUSIL - BOITE / 30
ARP001641;GELUSIL - BOITE / 10
ARP001476;FERROSTRANE - BOITE / 12 FLACONS / 60 ml
ARP000863;CLAVULIN - BOITE / 1 FLACON
ARP000772;CHILRAL - BOITE / 10 BLISTERS DE 10
ARP000655;CAMOQUIN - BOITE / 4
ARP000655;CAMOQUIN - BOITE / 50 BLISTERS DE 10
ARP000503;BENYLIN - BOITE / 12 FLACONS / 60 ml
ARP000495;BECOTIDE - FLACON / 80 DOSES
ARP000372;AUGMENTIN - FLACON / 100 ml
ARP000080;ALBEN - FLACON / 10 ml
ARP002852;PERNABOL - FLACON / 125 ml
ARP002648;OLFEN - TUBE / 30 g
ARP002648;OLFEN - BOITE / 10
ARP002648;OLFEN - BOITE / 5
ARP002648;OLFEN - BOITE / 20
ARP002556;NOPIL - BOITE / 10
ARP002251;MAXIPRIN T.A - BOITE/4
ARP002113;LEVOPHTA - FLACON / 3 ml
ARP001497;FLAMMAZINE - TUBE / 50 g
ARP000959;CORTANCYL - BOITE / 20
ARP000863;CLAVULIN - nan
ARP003176;ROXID - FLACON / 90 ml
ARP002996;PROZAC - BOITE / 14
ARP002921;POLYBAC - BOITE / 1
ARP002260;MEBIZOL - BOITE / 6
ARP000936;COLOPATHILE - BOITE / 30
ARP003479;TADENAN - BOITE / 30
ARP002921;POLYBAC - BOITE/1
ARP002320;METHERGIN - BOITE / 20
ARP001348;EPHEDRYL - BOITE / 20
ARP000863;CLAVULIN - BOITE / 12
ARP000533;BEVIRAN - BOITE / 30
ARP002488;NEOMOX - BOITE / 12
ARP001348;EPHEDRYL - FLACON / 100 ml
ARP001341;ENTEROMYL - BOITE / 4
ARP000290;ARALEN - nan
ARP000160;AMCLIN - BOITE / 8
ARP000614;BRUMIXOL - TUBE / 30 g
ARP000614;BRUMIXOL - BOITE / 30
ARP000614;BRUMIXOL - FLACON / 30 ml
ARP003626;TONICALCIUM ENFANT - BOITE / 10
ARP003625;TONICALCIUM ADULTE - BOITE / 10
ARP003568;TERGYNAN - BOITE / 6
ARP001733;GRODOXIN - BOITE / 10
ARP001362;ERY - BOITE / 10
ARP003881;VITARNIN - BOITE / 10
ARP003542;TENORDATE - BOITE / 28
ARP003495;TARDYFERON - BOITE / 30
ARP003113;RHINOCAP - BOITE / 10
ARP002791;PARACETAMOL SANAVITA - FLACON / 100 ml
ARP001735;GROFENAC - BOITE / 20
ARP000962;CORVASAL - BOITE / 30
ARP000651;CALLEIMON - BOITE / 10
ARP000400;AZANTAC - BOITE / 10
ARP000238;ANCOPIR - BOITE / 20
ARP003922;XENID - TUBE / 60 g
ARP002757;PANADOL - nan
ARP002550;NO SPA - BOITE / 20
ARP001882;IMODIUM - BOITE / 20
ARP001716;GRAMIDIL - BOITE / 4
ARP000655;CAMOQUIN - BOITE / 9
ARP000495;BECOTIDE - FLACON / 200 DOSES
ARP003369;STARPEN - FLACON / 60 ml
ARP001418;EXOMUC - BOITE / 30
ARP003991;ZINNAT - FLACON / 125 ml
ARP003215;SANDIMUM - FLACON / 50 ml
ARP002928;POMMADE GALIA - TUBE / 35 g
ARP002745;PALIURYL - FLACON / 30 ml
ARP001345;EPHEDRAFEINE - TUBE / 20
ARP003876;VITAMINE C MYDI - BOITE / 4
ARP003597;THIOBACTIN - BOITE / 4
ARP003174;ROVAMYCINE - BOITE / 10
ARP003115;RHINOFLUIMUCIL - FLACON / 10 ml
ARP002972;PROFENID - BOITE / 30
ARP002301;MESTACINE - BOITE / 30
ARP002301;MESTACINE - BOITE / 6
ARP001493;FLAGENTYL - nan
ARP001375;ESFAR - BOITE / 4
ARP001023;CYTOSTIMULINE - BOITE / 4
ARP003948;ZAMOCILLINE - BOITE / 12
ARP001997;KEAL - BOITE / 15
ARP001997;KEAL - BOITE / 30
ARP001372;ESBERIVEN FORT - BOITE / 20
ARP001089;DERINOX - FLACON / 15 ml
ARP003809;VEINOTOMYL - BOITE / 60
ARP003803;VASTAREL - FLACON / 60 ml
ARP001243;DRIN - BOITE / 20
ARP000129;ALMIDE - FLACON / 5 ml
ARP001088;DEPURATIF RICHELET VIT PP - FLACON / 200 ml
ARP000705;CEFAZOLINE SODIQUE BIOCHEMIE - BOITE / 1
ARP002152;LOCACID - TUBE / 30 g
ARP002152;LOCACID - FLACON / 15 ml
ARP002053;LAMISIL - BOITE / 28
ARP002053;LAMISIL - BOITE / 14
ARP002053;LAMISIL - TUBE / 15 g
ARP000612;BRUFEN - FLACON / 100 ml
ARP002411;MUCICLAR - BOITE / 30
ARP003778;VACCIN ACT-HIB - nan
ARP003275;SERVIZOL - FLACON / 60 ml
ARP003273;SERVITROCINE - FLACON / 60 ml
ARP003271;SERVIDOXYNE - BOITE / 10
ARP003922;XENID - BOITE / 15
ARP003922;XENID - BOITE / 10
ARP002372;MIOREL - BOITE / 5
ARP002958;PRIMPERAN - BOITE / 12
ARP002958;PRIMPERAN - FLACON / 200 ml
ARP002958;PRIMPERAN - FLACON / 125 ml
ARP002958;PRIMPERAN - BOITE / 40
ARP002855;PERVITAL SIROP - FLACON / 125 ml
ARP002548;NIX - TUBE / 100 g
ARP002372;MIOREL - BOITE / 12
ARP001665;GENTAMICINE - BOITE / 1
ARP001532;FLUCONAZOLE - BOITE / 10 POCHES DE 100 ml
ARP000628;BUSCOPAN - BOITE / 6
ARP000559;BIODROXIL - BOITE / 8
ARP000559;BIODROXIL - BOITE / 12
ARP000220;AMPICILLINE - FLACON / 60 ml
ARP000198;AMOXICILLINE - BOITE / 12
ARP000220;AMPICILLINE - BOITE / 12
ARP000220;AMPICILLINE - BOITE / 1
ARP001018;CYCLO 3 - BOITE / 30
ARP002862;PHARMATON - BOITE / 75
ARP002862;PHARMATON - BOITE / 60
ARP002862;PHARMATON - BOITE / 30
ARP002862;PHARMATON - BOITE / 15
ARP001667;GENTAMICINE PANPHARMA - BOITE / 1
ARP001162;DIFRAREL E - BOITE / 24
ARP002463;NAPROSYNE - BOITE / 8
ARP000262;APACEF - BOITE / 1 FL
ARP000945;COMBIFRINIL - BOITE / 3
ARP003214;SANDIMMUM - FLACON / 10 ml
ARP003215;SANDIMUM - FLACON / 1 ml
ARP003214;SANDIMMUM - FLACON / 5 ml
ARP003214;SANDIMMUM - BOITE / 50
ARP001011;CUTACNYL - TUBE / 100 g
ARP001918;INSULINE NOVO - FLACON / 10 ml
ARP003600;TIAFEN - BOITE / 2
ARP001919;INSULINE PROTAMINE ZINC NOVO - FLACON / 10 ml
ARP001836;HYDRACORT - TUBE / 30 g
ARP001365;ERYFLUID - FLACON / 100 ml
ARP001363;ERYACNE - TUBE / 30 g
ARP001279;ECLARAN - TUBE / 45 g
ARP001182;DITHRASIS - TUBE / 50 g
ARP001012;CUTACNYL GEL - TUBE / 100 g
ARP002555;NOOTROPYL - BOITE / 45
ARP002555;NOOTROPYL - BOITE / 30
ARP000287;APTAMIL HA2 - POT / 400 g
ARP002748;PALUDRINE - BOITE / 56
ARP000232;AMlOR - BOITE / 30
ARP003709;TUSSIFED - FLACON / 120 ml
ARP002068;LANZOR - BOITE / 15
ARP000036;ACTIFED CP - BOITE / 20
ARP001630;GASTRODOMINA - BOITE / 20
ARP000853;CLARITYNE - FLACON / 60 ml
ARP000074;AIRTAL - BOITE / 40
ARP001604;FUROSEMIX - BOITE / 40
ARP003356;SPREGAL - FLACON / 100 g
ARP001905;INNOLYRE - FLACON / 5 ml
ARP003531;TEMGESIC - BOITE / 20
ARP003818;VEPESIDE - BOITE / 5
ARP003319;SOLUTION DE DEXTROSE - FLACON / 500 ml
ARP003216;SANDOSTATINE - BOITE / 6
ARP003096;RETACNYL - TUBE / 30 g
ARP002986;PROPINE - FLACON / 5 ml
ARP003600;TIAFEN - BOITE / 20
ARP000511;BEPANTHENE PLUS - TUBE / 30 g
ARP000510;BEPANTHENE - FLACON / 200 ml
ARP000509;BEPANTHEN - TUBE / 30 g
ARP003747;UNASYN - BOITE / 12
ARP003321;SOLUTION PHYSIOLOGIQUE DE CHLORURE DE SODIUM - FLACON / 100 ml
ARP003274;SERVIVIT - BOITE / 30
ARP001872;ICAZ - BOITE / 30
ARP001847;HYDROSOL POLYVITAMINE BON - BOITE / 30
ARP001848;HYDROSYL B.O.N - FLACON / 85 ml
ARP000139;ALTICIDE PLUS - FLACON / 250 ml
ARP001846;HYDROSOL B,O,N - FLACON / 20 ml
ARP000844;CLARADOL - BOITE / 12
ARP000606;BRONCORINOL ENFANT - FLACON / 150 ml
ARP000591;BONCORINOL ADULTE - FLACON / 200 ml
ARP000574;BISEPTINE - FLACON / 50 ml
ARP000574;BISEPTINE - FLACON / 500 ml
ARP000574;BISEPTINE - FLACON / 100 ml
ARP001991;K-OTTRINE - FLACON / 15 ml
ARP001652;GENEVAC B PASTEUR - FLACON / 1 DOSE
ARP003216;SANDOSTATINE - flacon/0.59 g
ARP003517;TELDANE - BOITE / 7
ARP001201;DOLKO SIROP - FLACON / 90 ml
ARP003402;SUDAFED - BOITE / 12
ARP003709;TUSSIFED - BOITE / 20
ARP003631;TOPREC - BOITE / 16
ARP000771;CHIBROXINE - FLACON / 5 ml
ARP000279;APRANAX - BOITE / 16
ARP000102;ALFATIL - BOITE / 12
ARP000102;ALFATIL - FLACON / 60 ml
ARP003842;VIDEX - BOITE / 60
ARP003729;ULCAR - BOITE / 30
ARP003728;UCLAPRIM FORT - BOITE / 20
ARP003728;UCLAPRIM FORT - BOITE / 10
ARP003186;RULID - BOITE / 20
ARP002818;PASSEDYL - FLACON / 125 ml
ARP002819;PASSEDYL SP - FLACON / 125 ml
ARP001218;DONORMYL - BOITE / 30
ARP000399;AZACTAM - FLACON / 1 g DE POUDRE ET AMPOULE / 5 ml
ARP000190;AMODEX - FLACON / 1 g DE POUDRE ET AMPOULE / 5 ml
ARP004002;ZOCOR - BOITE / 28
ARP003433;SURGESTONE - BOITE / 10
ARP002434;MYK - FLACON / 15 g
ARP001200;DOLKO - BOITE / 12
ARP001200;DOLKO - BOITE / 10
ARP001054;DAFALGAN - BOITE / 30
ARP001005;CURASTEN - BOITE / 20
ARP000979;COVERSYL 4 - BOITE / 30
ARP003270;SERVAMOX - BOITE / 16
ARP003270;SERVAMOX - FLACON / 60 ml
ARP000920;CODOLIPRANE - BOITE / 16
ARP003313;SOLIAN - BOITE / 30
ARP001530;FLUCON - FLACON / 3 ml
ARP003291;SINECOD - FLACON / 200 ml
ARP002908;PLENYL - BOITE / 15
ARP001456;FENISTIL - BOITE / 2
ARP001456;FENISTIL - FLACON / 20 ml
ARP001456;FENISTIL - FLACON / 100 ml
ARP003291;SINECOD - nan
ARP001457;FENISTIL RETARD - BOITE / 20
ARP000482;BACTROBAN - TUBE / 15 g
ARP002698;OROKEN - BOITE / 8
ARP000941;COLPOTROPHINE - CREME_TUBE / 15 g
ARP000779;CHLORURE DE BENZALKONIUM - BOITE / 10
ARP003216;SANDOSTATINE - nan
ARP002298;MERCURESCEINE COMPRESS - BOITE / 12
ARP001343;EOSINE UNIDOSE - BOITE / 10 FLACON / 5ml
ARP000941;COLPOTROPHINE - BOITE / 20
ARP000089;ALCOOL COMPRESSES - BOITE / 12
ARP002542;NIFLUGEL - TUBE / 60 g
ARP001662;GENTALLINE - TUBE / 20 g
ARP003765;UROCTAL - BOITE / 14
ARP002970;PRODEXIN - BOITE / 12
ARP002970;PRODEXIN - TUBE / 30 g
ARP000831;CIPROXINE - BOiIE / 20
ARP000587;BLOKIUM DIU - BOITE / 20
ARP000586;BLOKIUM - BOITE / 15
ARP000831;CIPROXINE - BOITE / 20
ARP000831;CIPROXINE - BOITE / 10
ARP001564;FLUVERMAL - FLACON / 30 ml
ARP001564;FLUVERMAL - BOITE / 6
ARP003762;URARTHONE - FLACON / 250 ml
ARP003627;TONIQUE VEGETAL - FLACON / 250 ml
ARP000692;CATAFLAM - BOITE / 20
ARP000600;BRICANYL TURBUHALER - FLACON / 1 DOSE
ARP003424;SUPPLIN - BOITE / 20
