Nom du Medicament,Numero AMM,Date Début,Prix Public,DCI,dosage,Conditionnement,Forme Galénique,Laboratoire,Voie d’administration,classe thérapeutique,RCP,Notice,Image
TAX-O-BID,4490,10/1/2003,4436,CEFOTAXIME,1000 mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,ORCHID HEALTH CARE,INTRAMUSCULAIRE/INTRAVEINEUSE,ANTIBIOTIQUE,RCP,Notice,Image
TAX-O-BID,4491,10/1/2003,2816,CEFOTAXIME,500 mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,ORCHID HEALTH CARE,INTRAMUSCULAIRE/INTRAVEINEUSE,ANTIBIOTIQUE,RCP,Notice,Image
SPIZEF,4497,10/1/2003,6302,CEFUROXIME,250 mg,BOITE / 10,COMPRIMÉ,ORCHID HEALTH CARE,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
LINZEC,4493,10/1/2003,2401,CEFAZOLINE,1000 mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,ORCHID HEALTH CARE,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
LINZEC,4292,10/1/2003,1438,CEFAZOLINE,500 mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,ORCHID HEALTH CARE,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
CEFOGRAM,4483,10/1/2003,5728,CEFTRIAXONE,1000 mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,ORCHID HEALTH CARE,INTRA MUSCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
CEFACURE,4494,10/1/2003,1792,CEFALEXINE,500 mg,BOITE / 10,GÉLULE,ORCHID HEALTH CARE,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
ARTEQUIN,4475,10/1/2003,4693,ARTESUNATE / MEFLOQUINE,200 mg / 250 mg,BOITE / 60,COMPRIMÉ,MEPHA LTD,ORALE,ANTIPALUDIQUE,RCP,Notice,Image
TETRACYCLINE CHLORHYDRATE GALENTIC,4265,9/1/2003,0,,,TUBE / 5 g,POMMADE OPHTALMIQUE,GALENTIC PHARMA,OCULAIRE,,RCP,Notice,Image
SURMENALIT,4481,9/1/2003,5576,SULBUTIAMINE,200 mg,BOITE / 30,COMPRIMÉ,FAES PRODUCTOS FARMACEUTICOS,ORALE,ANTIASTHENIQUE,RCP,Notice,Image
ORFIX,4496,9/1/2003,7047,CEFIXIME,200 mg,BOITE / 10,GÉLULE,ORCHID HEALTH CARE,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
GENTAGAM,4488,9/1/2003,1121,SULFATE DE GENTAMYCINE,120 mg / 2 ml,BOITE / 1,AMPOULE INJECTABLE,COOPER MAROC,INTRAMUSCULAIRE/INTRAVEINEUSE,ANTIBIOTIQUE,RCP,Notice,Image
GENTAGAM,4487,9/1/2003,901,SULFATE DE GENTAMYCINE,80 mg / 2 ml,BOITE / 1,AMPOULE INJECTABLE,COOPER MAROC,INTRAMUSCULAIRE/INTRAVEINEUSE,ANTIBIOTIQUE,RCP,Notice,Image
GENTAGAM,4485,9/1/2003,792,,,BOITE / 1,AMPOULE INJECTABLE,COOPER MAROC,INTRAMUSCULAIRE/INTRAVEINEUSE,,RCP,Notice,Image
GENTAGAM,4485,9/1/2003,792,GENTAMICINE SULFATE,10 mg / ml,BOITE / 1,AMPOULE INJECTABLE,CENTAUR PHARMACEUTICALS PVT LTD,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
CETRAXAL OTICO,4480,9/1/2003,3531,CIPROFLOXACINE,"0,30%",FLACON / 10 ml,GOUTTE AURICULAIRE,SALVAT GALL,AURICULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
CEFOGRAM,4482,9/1/2003,3011,CEFTRIAXONE,500 mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,ORCHID HEALTH CARE,INTRA MUSCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
ALLERGINE,4484,9/1/2003,4730,LORATADINE MICRONISEE,10 mg,BOITE / 15,COMPRIMÉ,COOPER MAROC,ORALE,ANTIALLERGIQUE,RCP,Notice,Image
CEFTAX,4454,7/1/2003,4646,CEFOTAXIME,1000 mg,BOITE / 1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,RANBAXY LABORATOIRES LIMITED,INTRAMUSCULAIRE/INTRAVEINEUSE,ANTIBIOTIQUE,RCP,Notice,Image
OREX,4477,27/12/2002,3903,CEFALEXINE,500 mg,BOITE / 12,GÉLULE,SOTHEMA,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
OREX,4478,27/12/2002,2589,MONOHYDRATE DE CEFALEXINE,250 mg,FLACON / 60 ml,SUSPENSION BUVABLE,SOTHEMA,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
MEBEVERINE FORTE SOTHEMA,4471,27/12/2002,3717,CHLORHYDRATE DE MEBEVERINE,135 mg,BOITE / 30,COMPRIMÉ,SOTHEMA,ORALE,ANTISPASMODIQUE,RCP,Notice,Image
GLUCOSE SOTHEMA,4458,27/12/2002,1115,GLUCOSE MONOHYDRATE,10%,POCHE / 500 ml,SOLUTION POUR PERFUSION,SOTHEMA,INJECTABLE,SOLUTE DE REMPLISSAGE,RCP,Notice,Image
GLUCOSE SOTHEMA,4459,27/12/2002,1115,GLUCOSE MONOHYDRATE,5%,POCHE / 500 ml,SOLUTION POUR PERFUSION,SOTHEMA,INTRA VEINEUSE,SOLUTE DE REMPLISSAGE,RCP,Notice,Image
GLUCOSE SOTHEMA,4460,27/12/2002,1004,GLUCOSE MONOHYDRATE,5%,POCHE / 250 ml,SOLUTION POUR PERFUSION,SOTHEMA,INJECTABLE,SOLUTE DE REMPLISSAGE,RCP,Notice,Image
GLUCOSE SOTHEMA,4457,27/12/2002,1004,GLUCOSE MONOHYDRATE,10%,POCHE 250 ml,SOLUTION POUR PERFUSION,SOTHEMA,INTRA VEINEUSE,SOLUTE DE REMPLISSAGE,RCP,Notice,Image
FLUOXET,4470,27/12/2002,11895,FLUOXETINE,20 mg,BOITE / 20,GÉLULE,SOTHEMA,ORALE,ANTIDEPRESSEUR,RCP,Notice,Image
FLUOXET,4469,27/12/2002,6646,FLUOXETINE,20 mg,BOITE / 10,GÉLULE,SOTHEMA,ORALE,ANTIDEPRESSEUR,RCP,Notice,Image
CLORACEF,4472,27/12/2002,11152,CEFACLOR,500 mg,BOITE / 12,GÉLULE,SOTHEMA,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
CLORACEF,4467,27/12/2002,5737,,,FLACON / 60 ml,SIROP,SOTHEMA,ORALE,,RCP,Notice,Image
CHLORURE DE SODIUM SOTHEMA,4465,27/12/2002,1115,CHLORURE DE SODIUM,"0,90%",FLACON / 500 ml,SOLUTION POUR PERFUSION,SOTHEMA,INTRA VEINEUSE,SOLUTE DE REHYDRATATION,RCP,Notice,Image
ANTARENE,4473,27/12/2002,1230,IBUPROFENE,200 mg,BOITE / 30,COMPRIMÉ,SOTHEMA,ORALE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
VIVAMYNE TONIQUE,4474,24/12/2002,3778,VITAMINE,,BOITE / 16,COMPRIMÉ EFFERVESCENT,"URIACH CIA,",ORALE,COMPLEMENT ALIMENTAIRE,RCP,Notice,Image
TALSIQUINA,4247,24/12/2002,2411,CALAMINE / CHLORHYDRATE DE DIPHENYLDRAMINE,1 g / 10 g,FLACON / 50 g,POUDRE POUR APPLICATION LOCALE,VITA S.A,CUTANEE,ANTPRURIGINEUX,RCP,Notice,Image
HUMEX,4456,24/12/2002,2621,CARBOCISTEINE,5%,FLACON / 200 ml,SIROP,URGO,ORALE,MUCOLYTIQUE,RCP,Notice,Image
BINOCLAR,4452,24/12/2002,14869,CLARITHROMYCINE,500 mg,BOITE / 14,COMPRIMÉ ENROBÉ,BIOCHEMIE GMBH,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
BINOCLAR,4451,24/12/2002,5947,CLARITHROMYCINE,250 mg,BOITE / 10,COMPRIMÉ ENROBÉ,BIOCHEMIE GMBH,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
HPV,4297bis,20/12/2002,793,VITAMINE,,FLACON / 30 ml,GOUTTE ORALE,EUROPHTA,ORALE,VITAMINES,RCP,Notice,Image
TAXOTERE,A RENSEIgNER,11/12/2002,18400,DOCETAXEL,20 mg,FLACON / 7 ml,POUDRE POUR PRÉPARATION INJECTABLE,AVENTIS PHARMA,INJECTABLE,ANTICANCEREUX,RCP,Notice,Image
PROFENID,4331,11/12/2002,2695,KETOPROFENE,"0,1 g",FLACON / 150 ml,SUSPENSION BUVABLE,RHONE POULENC RORER,ORALE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
CHLORURE DE SODIUM,4307,11/12/2002,13215,CHLORURE DE SODIUM,1 g,,SOLUTION POUR PERFUSION,AGUETTANT,INTRA VEINEUSE,SOLUTE DE REHYDRATATION,RCP,Notice,Image
CHLORURE DE POTASSIUM AGUETTANT,4305,11/12/2002,13544,CHLORURE DE POTASSIUM,10%,BOITE/100 AMPOULES,SOLUTION INJECTABLE,AGUETTANT,INTRA VEINEUSE,SOLUTE DE REMPLISSAGE,RCP,Notice,Image
CEFOTRIX,4114,11/12/2002,15612,CEFTRIAXONE,1 g,FLACON / 1 g,POUDRE POUR PRÉPARATION INJECTABLE,T3A PHARMA GROUPE 6,INTRAMUSCULAIRE/INTRAVEINEUSE,ANTIBIOTIQUE,RCP,Notice,Image
CEFOTRIX,4112,11/12/2002,8048,CEFTRIAXONE,1 g,FLACON / 1 g,POUDRE POUR PRÉPARATION INJECTABLE,T3A PHARMA GROUPE 6,INTRA MUSCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
BIOFER 12,4298,11/12/2002,1985,ACIDE FOLIQUE / CITRATE DE FER AMMONIACAL / VITAMINE B 12,"1,5 mg / 200 mg / 50mg",FLACON / 200 ml,SIROP,EUROLABS,ORALE,ANTIANEMIQUE,RCP,Notice,Image
CEFOTRIX,4111,11/12/2002,4832,CEFTRIAXONE,"0,5 g",FLACON / 500mg,POUDRE POUR PRÉPARATION INJECTABLE,T3A PHARMA GROUPE 6,INTRA VEINEUSE,ANTIBIOTIQUE,RCP,Notice,Image
FER ACIDE FOLIQUE WINTHROP,5997,4/12/2002,1426,ACIDE FOLIQUE / FUMARATE DE FER,,BOITE / 30,COMPRIMÉ,WINTHROP PHARMA SENEGAL,ORALE,ANTIANEMIQUE,RCP,Notice,Image
UPSA C,4393,2/12/2002,927,ACIDE ASCORBIQUE,1 g,BOITE / 10,COMPRIMÉ EFFERVESCENT,UPSA,ORALE,VITAMINES,RCP,Notice,Image
UPSAFEN,4391,2/12/2002,1862,IBUPSAROFENE,200 mg,BOITE / 20,COMPRIMÉ,UPSA,ORALE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
UPSAFEN,A RENSEIgNER,25/11/2002,2145,IBUPSAROFEN,200 mg,BOITE / 20,COMPRIMÉ EFFERVESCENT,UPSA,ORALE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
MEPTRAN,4297,25/11/2002,1208,SULFAMETHOXAZOLE / TRIMETHOPRIME,200 mg / 40 mg,FLACON / 100 ml,SUSPENSION BUVABLE,MANEESH PHARMACEUTICALS,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
WARIMAZOL,4104,4/11/2002,3717,CLOTRIMAZOLE,200 mg,BOITE / 3,OVULE,WALTER RITTER PHARMACEUTICA /GMBH,VAGINALE,ANTIFONGIQUE,RCP,Notice,Image
WARIMAZOL,4430,4/11/2002,3160,CLOTRIMAZOLE,1%,TUBE / 20 g,CRÈME DERMIQUE,WALTER RITTER PHARMACEUTICA /GMBH,CUTANEE,ANTIFONGIQUE,RCP,Notice,Image
WARI-DICLOWAL,4103,4/11/2002,2788,DICLOFENAC DE SODIUM,75 mg / 3 ml,BOITE / 5,AMPOULE INJECTABLE,WALTER RITTER PHARMACEUTICA /GMBH,INJECTABLE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
VELODAN,4246,4/11/2002,3903,LORATADINE,5 mg / 5 ml,FLACON / 120 ml,SIROP,VITA S.A,ORALE,ANTIHISTAMINIQUE,RCP,Notice,Image
TOBRABACT,4423,4/11/2002,1487,TOBRAMYCINE,300 mg / 5 ml,FLACON / 5 ml,COLLYRE,NOVARTIS PHARMA,OCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
TIFLOX,3149,4/11/2002,3345,CIPROFLOXACINE,250 mg,BOITE / 10,COMPRIMÉ,AJANTA PHARMA,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
TENSOPREL,4251,4/11/2002,10780,CAPTOPRIL,50 mg,BOITE / 30,COMPRIMÉ,RUBIO,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
TAVANIC,4315,4/11/2002,35685,LEVOFLOXACINE,5 mg/ml,FLACON / 100 ml,SOLUTION POUR PERFUSION,AVENTIS PHARMA,INJECTABLE,ANTIBIOTIQUE,RCP,Notice,Image
TAVANIC,4346,4/11/2002,19515,LEVOFLOXACINE,500 mg,BOITE / 5,COMPRIMÉ,AVENTIS PHARMA,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
TAVANIC,4345,4/11/2002,13010,LEVOFLOXACINE,250 mg,BOITE / 5,COMPRIMÉ,AVENTIS PHARMA,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
SYNTHOMYCINE,4289,4/11/2002,1524,CHLORAMPHENICOL MICRONISE,"51,32 mg","TUBE / 3,6 g",POMMADE OPHTALMIQUE,REKAH PHARMACEUTICAL INDUSTRY LTD,OCULAIRE,ANTIBIOTIQUE,RCP,Notice,Image
SIMVOR,4439,4/11/2002,4646,SIMVASTATINE,10 mg,BOITE / 10,COMPRIMÉ,RANBAXY LABORATOIRES LIMITED,ORALE,HYPOCHOLESTEROLEMIANT,RCP,Notice,Image
RANITIDINE AEROCID EG LABO,4375,4/11/2002,8364,RANITIDINE,150 mg,BOITE / 30,COMPRIMÉ,AEROCID EG LABO,ORALE,ANTIULCEREUX,RCP,Notice,Image
RANITIDE EG,4374,4/11/2002,8364,CHLORHYDRATE DE RANITIDINE,300 mg,BOITE / 14,COMPRIMÉ,EG LABO,ORALE,ANTIULCEREUX,RCP,Notice,Image
RANFERON MILT VIT,4406,4/11/2002,6505,MINERAUX / VITAMINE,,BOITE / 100,GÉLULE,RANBAXY LABORATOIRES LIMITED,ORALE,COMPLEMENT ALIMENTAIRE,RCP,Notice,Image
PROFENID,4324,4/11/2002,1626,KETOPROFENE,100 mg/2 ml,BOITE / 2,AMPOULE INJECTABLE,AVENTIS PHARMA,INJECTABLE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
PROCOMIL,4429,4/11/2002,6193,HYDROCHLORURE DE YOHIMBINE,5 mg,BOITE / 30,COMPRIMÉ,WALTER RITTER PHARMACEUTICA /GMBH,ORALE,APHRODISIAQUE,RCP,Notice,Image
PHARMATEX,4308,4/11/2002,3182,CHLORURE DE BENZALKONIUM,"18,9 mg",BOITE / 6,CAPSULE VAGINALE,INNOTHERA CHOUZY,VAGINALE,CONTRACEPTIF,RCP,Notice,Image
OXALLINE,4294,4/11/2002,2844,OXACILLINE,500 mg,BOITE / 12,GÉLULE,FLAMINGO PHARMACEUTICALS,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
ORALCEF,4413,4/11/2002,6133,CEFACLOR,250mg,BOITE / 100 ml,SUSPENSION BUVABLE,GEYMONAT,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
ORALCEF,4442,4/11/2002,6133,CEFACLOR,500 mg,BOITE / 8,COMPRIMÉ,GEYMONAT,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
NIFUROXAZIDE EG,4372,4/11/2002,2448,NIFUROXAZIDE,200mg,BOITE / 28,GÉLULE,BIOPHELIA,ORALE,ANTIDIARRHEIQUE,RCP,Notice,Image
NIFUROXAZIDE EG,4373,4/11/2002,2416,NIFUROXAZIDE,4%,FLACON / 90 ml,SIROP,EG LABORATOIRES EUROGENERICS,ORALE,ANTIDIARRHEIQUE,RCP,Notice,Image
NIFEDIPINE MANEESH,4400,4/11/2002,11616,NIFEDIPINE,10mg,BOITE / 100,COMPRIMÉ,MANEESH PHARMACEUTICALS,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
NEOVEC,4389,4/11/2002,91071,VECURONIUM BROMIDE,4 mg,BOITE / 5 AMPOULES DE 2 ml + SOLVANT,SOLUTION INJECTABLE,MANEESH PHARMACEUTICALS,INJECTABLE,ANESTHESIQUE,RCP,Notice,Image
NASONEX,4313,4/11/2002,12266,FUMORATE DE MOMETASONE,50 Âmcg /DOSE,FLACON / 120 DOSES,SPRAY NASAL,SCHERING PLOUGH,NASALE,ANTIALLERGIQUE,RCP,Notice,Image
NASONEX,4312,4/11/2002,5974,FUMORATE DE MOMETASONE MONOHYDRATE,50 Âmcg / DOSE,FLACON / 40 DOSES,SPRAY NASAL,SCHERING PLOUGH,NASALE,ANTIALLERGIQUE,RCP,Notice,Image
MALARGO,4400 bis,4/11/2002,1301,CHLOROQUINE,1%,FLACON / 60 ml,SIROP,NEON LABORATORIES LIMITED,ORALE,ANTIPALUDIQUE,RCP,Notice,Image
MAGNORAL,4359,4/11/2002,2927,CHLORURE DE MAGNESIUM HEXAHYDRATE,"1024,8 mg",BOITE / 20,AMPOULE BUVABLE,MEDINFAR,ORALE,OLIGOELEMENT,RCP,Notice,Image
LOX,4405,4/11/2002,762,LIDOCAINE CHLORHYDRATE,4mg,FLACON / 50 ml,SOLUTION INJECTABLE,NEON,INJECTABLE,ANESTHESIQUE,RCP,Notice,Image
LOVIR,4364,4/11/2002,6505,ACICLOVIR,200 mg,BOITE / 25,COMPRIMÉ,RANBAXY LABORATOIRES LIMITED,ORALE,ANTIVIRAL,RCP,Notice,Image
LOPERAMIDE BIOPHELIA,4369,4/11/2002,2091,LOPERAMIDE CHLORHYDRATE,2 mg,BOITE / 20,GÉLULE,BIOPHELIA,ORALE,ANTIDIARRHEIQUE,RCP,Notice,Image
JULMENTIN FORTE,4422,4/11/2002,5535,ACIDE CLAVULANIQUE / AMOXICILLINE,250 mg / 62mg,FLACON / 100 ml,SUSPENSION BUVABLE,JULPHAR,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
JULEMENTIN,4421,4/11/2002,11728,ACIDE CLAVULANIQUE / AMOXICILLINE,125 mg / 500 mg / 125 mg,BOITE / 20,COMPRIMÉ,JULPHAR,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
HYCOCIN,4292bis,4/11/2002,1654,HYDROCORTISONE ACETATE / NEOMYCINE SULFATE,"827 g / 2,63 g","TUBE / 3,5 g",POMMADE OPHTALMIQUE,REKAH PHARMACEUTICAL INDUSTRY LTD,OCULAIRE,ANTIBIOTIQUE / ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
HUMEX RHUME,4264,4/11/2002,2788,,,BOITE / 12 comprimÃ©s et 4 gÃ©lules,GÉLULE,URGO,ORALE,,RCP,Notice,Image
HISTAC,4412,4/11/2002,2230,RANITIDINE,75 mg,BOITE / 12,COMPRIMÉ,RANBAXY LABORATOIRES LIMITED,ORALE,ANTIULCEREUX,RCP,Notice,Image
GYNOSPAN,5442,4/11/2002,1890,PHLOROGLUCINOL / TRIMETHYLPHLOROGLUCINOL,80 mg,BOITE / 30,COMPRIMÉ,EGR PHARMA,ORALE,ANTISPASMODIQUE,RCP,Notice,Image
GVITHER FORTE,4413bis,4/11/2002,8364,ARTHEMETER,80 mg / ml,BOITE / 6,AMPOULE INJECTABLE,GVS LABS,INJECTABLE,ANTIPALUDIQUE,RCP,Notice,Image
GVITHER FORTE,4419,4/11/2002,1394,ARTHEMETER,80 mg / ml,BOITE / 1,AMPOULE INJECTABLE,GVS LABS,INJECTABLE,ANTIPALUDIQUE,RCP,Notice,Image
GSUNATE FORTE,4416,4/11/2002,3039,ARTESUNATE,100 mg,BOITE / 6,COMPRIMÉ,GVS LABS,ORALE,ANTIPALUDIQUE,RCP,Notice,Image
FRUSIX,4398,4/11/2002,9516,FUROSEMIDE,40 mg,BOITE / 200,COMPRIMÉ,MANEESH PHARMACEUTICALS,ORALE,ANTIHYPERTENSEUR,RCP,Notice,Image
FEVIT,4396,4/11/2002,18400,ACIDE FOLIQUE,200 mg,BOITE / 1000,COMPRIMÉ,MANEESH PHARMACEUTICALS,ORALE,ANTIANEMIQUE,RCP,Notice,Image
FERROCAL,4441,4/11/2002,2779,CITRATE DE FER MONOHYDRATE / CITRATE DE MAGNASIUM,246 mg / 249 mg,BOITE / 60,COMPRIMÉ,REKAH PHARMACEUTICAL INDUSTRY LTD,ORALE,OLIGOELEMENT,RCP,Notice,Image
EXTENCILLINE,4325,4/11/2002,38109,BENZATHINE BENZYLPENICILLINE,"1,2 MUI",BOITE / 50,AMPOULE INJECTABLE,AVENTIS PHARMA,INJECTABLE,ANTIACNEÏQUE,RCP,Notice,Image
EXFOLIAC MOUSSANT,3999,4/11/2002,3810,ALPHA-HYDROXY ACIDES (AHA),"4,70%",FLACON / 125 ml,SOLUTION À USAGE EXTERNE,LIPHA,CUTANEE,ANTIACNEÏQUE,RCP,Notice,Image
EXFOLIAC,3998,4/11/2002,3587,ALPHA-BIBOLOL / ALPHA-HYDROXY ACIDES 6 / ESTERS D’ALPHAHYDROXYACIDES 7% / GLUCONATE DE ZINC,,FLACON / 30 ml,CRÈME DERMIQUE,LIPHA,CUTANEE,ANTIACNEÏQUE,RCP,Notice,Image
DOXYCYCLINE MANEESH,4404,4/11/2002,17378,DOXYCYCLINE CHLORHYDRATE,100 mg,BOITE / 100,COMPRIMÉ,MANEESH PHARMACEUTICALS,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
DOPA PLUS,4385,4/11/2002,10408,DOPAMINE CHLORHYDRATE,4%,BOITE / 5,AMPOULE INJECTABLE,NEON LABORATOIRES LIMITED,INJECTABLE,ANTIDEPRESSEUR,RCP,Notice,Image
DOLITABS,4331bis,4/11/2002,2137,PARACETAMOL,500 mg,BOITE / 12,COMPRIMÉ ORODISPERSIBLE,AVENTIS PHARMA,ORALE,ANTALGIQUE,RCP,Notice,Image
DIPROSALIC,4310,4/11/2002,2609,BETHAMEHASONE,"0,064 g",FLACON / 30 g,LOTION,SCHERING PLOUGH,CUTANEE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
DIPROLENE,4311,4/11/2002,1585,BETAMETHASONE DIPROPIONATE,"0,05%",TUBE / 15 g,CRÈME DERMIQUE,SCHERING PLOUGH,CUTANEE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
CORT-S,4387,4/11/2002,948,HYDROCORTISONE,100 mg,BOITE/1 FLACON,POUDRE POUR PRÉPARATION INJECTABLE,NEON,INJECTABLE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
COFANTRINE,5080,4/11/2002,0,ARTEMETHER / LUMEFANTRINE,1080mg / 180mg,FLACON / 60 ml,SIROP,EGR PHARMA,ORALE,ANTIPALUDIQUE,RCP,Notice,Image
CODABROL,4291,4/11/2002,1533,CODEINE / PARACETAMOL,,BOITE / 10,COMPRIMÉ,REKAH PHARMACEUTICAL INDUSTRY LTD,ORALE,ANTALGIQUE,RCP,Notice,Image
CLAVULIN,4074,4/11/2002,7806,ACIDE CLAVULANIQUE / AMOXCILLINE,"500 mg / 62,5 mg",BOITE / 16,COMPRIMÉ,SMITH KLINE BEECHAM,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
CELESTENE,4314,4/11/2002,28675,BETHAMEHASONE,4mg/1ml,BOITE / 25,AMPOULE INJECTABLE,SCHERING PLOUGH,INTRA VEINEUSE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
CEFADROXIL EG,4371,4/11/2002,3903,CEFADROXIL,500 mg,BOITE / 12,GÉLULE,BIOPHELIA,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
CARBOMIX,4424,4/11/2002,9925,CHARBON ACTIF,50 g,FLACON / 50 g,SOLUTION BUVABLE,SCAT,ORALE,ABSORBANT INTESTINAL,RCP,Notice,Image
BRICANIL,4156,4/11/2002,3319,SULFATE DE TERBUTALINE,250 mg / DOSE,AEROSOL / 200 DOSES,LIQUIDE POUR NÉBULISATION,ASTRA ZENECA,ORALE,ANTIASTHMATIQUE,RCP,Notice,Image
BETOPTIC,4230,4/11/2002,8085,BETAXOLOL,"0,25%","BOITE / 60 RECIPIENTS UNIDOSES / 0,25 ml",COLLYRE,ALCON,OCULAIRE,ANTIGLAUCOMATEUX,RCP,Notice,Image
ARTEMEDINE,4365,4/11/2002,7862,ARTHEMETER,80mg/ml,BOITE / 6,AMPOULE INJECTABLE,KUNMING,INTRA VEINEUSE,ANTIPALUDIQUE,RCP,Notice,Image
ARTEMEDINE,4366,4/11/2002,3254,ARTHEMETER,40mg,BOITE / 12,GÉLULE,KUNMING,ORALE,ANTIPALUDIQUE,RCP,Notice,Image
ARTEMEDINE,4367,4/11/2002,2292,ARTHEMETER,50mg,BOITE / 12,COMPRIMÉ,KUNMING,ORALE,ANTIPALUDIQUE,RCP,Notice,Image
ANTARENE,4409,4/11/2002,1230,IBUPROFENE,200mg,BOITE / 30,COMPRIMÉ,ELERTE,ORALE,ANTIINFLAMMATOIRE STEROIDIEN,RCP,Notice,Image
ANAWIN HEAVY,4386,4/11/2002,11598,BIPIVACAINE,5%,BOITE / 5,AMPOULE INJECTABLE,NEON LABORATOIRES LIMITED,INJECTABLE,ANESTHESIQUE,RCP,Notice,Image
ANANVIN,4403,4/11/2002,3420,BIPIVACAINE,100 mg / 20 ml,FLACON / 20 ml,POUDRE POUR PRÉPARATION INJECTABLE,NEON,INJECTABLE,ANESTHESIQUE,RCP,Notice,Image
ALMIDE,4229,4/11/2002,2602,LODOXAMIDE TROMETANOL,"0,10%",BOITE / 20 RECIPIENTS UNIDOSES,COLLYRE,ALCON,OCULAIRE,ANTIALLERGIQUE,RCP,Notice,Image
ALMAX,4434,4/11/2002,3018,ALMAGATE,500mg,BOITE / 60,COMPRIMÉ,AMIRALL PRODESPHARMA,ORALE,ANTIULCEREUX,RCP,Notice,Image
ALGIDOL,4437,4/11/2002,1780,ACIDE ASCORBIQUE / CODEINE PHOSPHATE / PARACETAMOL,"0,010 g / 0,500 g / 0,65 g",BOITE / 12,SACHET,ALMIRALL PRODESFARMA,ORALE,ANTALGIQUE,RCP,Notice,Image
ALEXIN-SP,4418,4/11/2002,1487,DIHYDROARTEMISINE / PYRIMETHAMINE / SULFADOXINE,500mg / 50mg / 60mg,BOITE / 2,COMPRIMÉ,GVS LABS,ORALE,ANTIPALUDIQUE,RCP,Notice,Image
ALAXIN,4420,4/11/2002,2974,DIHYDROARTEMISININE,60mg,BOITE / 8,COMPRIMÉ,GVS LABS,ORALE,ANTIPALUDIQUE,RCP,Notice,Image
AFORINOL,4290,4/11/2002,1464,XYLOMETAZOLINE,,FLACON / 10 ml,SOLUTION NASALE,REKAH PHARMACEUTICAL INDUSTRY LTD,NASALE,DECONGESTIONANT NASAL,RCP,Notice,Image
WARI DICLOWAL 5,4101,31/10/2002,3793,DICLOFENAC,100mg,BOITE / 10,SUPPOSITOIRE,WALTER RITTER PHARMACEUTICA /GMBH,RECTALE,ANTIINFLAMMATOIRE NON STEROÏDIEN,RCP,Notice,Image
PULMOXYL,4198,31/10/2002,1561,AMOXICILLINE TRIHYDRATE,500mg,BOITE / 12,GÉLULE,MICROLABS LIMITED,ORALE,ANTIBIOTIQUE,RCP,Notice,Image
